label,responseCode,responseMessage,threadName,success,grpThreads,allThreads
AddToBasketPage,200,OK,Thread Group 1-15,true,24,24
Chekout-Auth,200,OK,Thread Group 1-8,true,24,24
AddToBasketPage,200,OK,Thread Group 1-1,true,24,24
UK Page,200,OK,Thread Group 1-10,true,24,24
Chekout-Auth,200,OK,Thread Group 1-17,true,24,24
Chekout-Auth,200,OK,Thread Group 1-5,true,25,25
UK Page,200,OK,Thread Group 1-13,true,25,25
UK Page,200,OK,Thread Group 1-22,true,25,25
Chekout-Auth,200,OK,Thread Group 1-6,true,25,25
UK Page,200,OK,Thread Group 1-14,true,25,25
Country Select,200,OK,Thread Group 1-4,true,25,25
Honor 5X Details ,200,OK,Thread Group 1-7,true,25,25
Country Select,200,OK,Thread Group 1-8,true,25,25
Country Select,200,OK,Thread Group 1-17,true,25,25
Country Select,200,OK,Thread Group 1-6,true,25,25
Chekout-Auth,200,OK,Thread Group 1-11,true,26,26
BasketPage,200,OK,Thread Group 1-3,true,26,26
Chekout-Auth,200,OK,Thread Group 1-18,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-10,true,29,29
Chekout-Auth,200,OK,Thread Group 1-9,true,29,29
UK Page,200,OK,Thread Group 1-4,true,29,29
Country Select,200,OK,Thread Group 1-24,true,29,29
Country Select,200,OK,Thread Group 1-5,true,30,30
AddToBasketPage,200,OK,Thread Group 1-12,true,30,30
Honor 5X Details ,200,OK,Thread Group 1-13,true,30,30
Country Select,200,OK,Thread Group 1-16,true,30,30
Country Select,200,OK,Thread Group 1-11,true,31,31
UK Page,200,OK,Thread Group 1-23,true,31,31
BasketPage,200,OK,Thread Group 1-15,true,31,31
Chekout-Auth,200,OK,Thread Group 1-3,true,31,31
Country Select,200,OK,Thread Group 1-25,true,31,31
UK Page,200,OK,Thread Group 1-17,true,31,31
Honor 5X Details ,200,OK,Thread Group 1-14,true,32,32
AddToBasketPage,200,OK,Thread Group 1-7,true,32,32
Country Select,200,OK,Thread Group 1-18,true,32,32
UK Page,200,OK,Thread Group 1-8,true,32,32
AddToBasketPage,200,OK,Thread Group 1-10,true,32,32
Honor 5X Details ,200,OK,Thread Group 1-19,true,32,32
Country Select,200,OK,Thread Group 1-26,true,32,32
UK Page,200,OK,Thread Group 1-6,true,33,33
Country Select,200,OK,Thread Group 1-9,true,33,33
BasketPage,200,OK,Thread Group 1-1,true,33,33
Country Select,200,OK,Thread Group 1-3,true,34,34
Country Select,200,OK,Thread Group 1-27,true,34,34
UK Page,200,OK,Thread Group 1-26,true,35,35
UK Page,200,OK,Thread Group 1-25,true,35,35
Honor 5X Details ,200,OK,Thread Group 1-21,true,35,35
UK Page,200,OK,Thread Group 1-24,true,36,36
BasketPage,200,OK,Thread Group 1-12,true,37,37
Country Select,200,OK,Thread Group 1-29,true,37,37
Country Select,200,OK,Thread Group 1-28,true,37,37
UK Page,200,OK,Thread Group 1-11,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-2,true,40,40
Country Select,200,OK,Thread Group 1-30,true,40,40
BasketPage,200,OK,Thread Group 1-10,true,40,40
AddToBasketPage,200,OK,Thread Group 1-19,true,40,40
Chekout-Auth,200,OK,Thread Group 1-15,true,41,41
UK Page,200,OK,Thread Group 1-5,true,41,41
BasketPage,200,OK,Thread Group 1-7,true,41,41
AddToBasketPage,200,OK,Thread Group 1-14,true,41,41
UK Page,200,OK,Thread Group 1-9,true,41,41
UK Page,200,OK,Thread Group 1-16,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-20,true,41,41
Country Select,200,OK,Thread Group 1-32,true,42,42
Country Select,200,OK,Thread Group 1-33,true,42,42
AddToBasketPage,200,OK,Thread Group 1-13,true,42,42
UK Page,200,OK,Thread Group 1-18,true,42,42
AddToBasketPage,200,OK,Thread Group 1-21,true,42,42
Chekout-Auth,200,OK,Thread Group 1-1,true,42,42
Country Select,200,OK,Thread Group 1-31,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-17,true,42,42
UK Page,200,OK,Thread Group 1-3,true,42,42
BasketPage,200,OK,Thread Group 1-19,true,42,42
Chekout-Auth,200,OK,Thread Group 1-12,true,42,42
UK Page,200,OK,Thread Group 1-29,true,43,43
UK Page,200,OK,Thread Group 1-27,true,43,43
Country Select,200,OK,Thread Group 1-35,true,43,43
Honor 5X Details ,200,OK,Thread Group 1-22,true,43,43
Country Select,200,OK,Thread Group 1-34,true,43,43
UK Page,200,OK,Thread Group 1-28,true,44,44
Chekout-Auth,200,OK,Thread Group 1-7,true,44,44
Country Select,200,OK,Thread Group 1-15,true,44,44
UK Page,200,OK,Thread Group 1-32,true,45,45
Country Select,200,OK,Thread Group 1-36,true,45,45
UK Page,200,OK,Thread Group 1-33,true,45,45
AddToBasketPage,200,OK,Thread Group 1-20,true,45,45
UK Page,200,OK,Thread Group 1-30,true,45,45
Country Select,200,OK,Thread Group 1-37,true,45,45
BasketPage,200,OK,Thread Group 1-14,true,45,45
Country Select,200,OK,Thread Group 1-39,true,45,45
Country Select,200,OK,Thread Group 1-38,true,45,45
BasketPage,200,OK,Thread Group 1-21,true,46,46
Country Select,200,OK,Thread Group 1-1,true,47,47
Honor 5X Details ,200,OK,Thread Group 1-26,true,47,47
Chekout-Auth,200,OK,Thread Group 1-14,true,48,48
UK Page,200,OK,Thread Group 1-39,true,48,48
AddToBasketPage,200,OK,Thread Group 1-22,true,48,48
BasketPage,200,OK,Thread Group 1-20,true,48,48
Honor 5X Details ,200,OK,Thread Group 1-5,true,48,48
UK Page,200,OK,Thread Group 1-31,true,48,48
Country Select,200,OK,Thread Group 1-14,true,48,48
UK Page,200,OK,Thread Group 1-36,true,48,48
Honor 5X Details ,200,OK,Thread Group 1-33,true,48,48
Honor 5X Details ,200,OK,Thread Group 1-25,true,48,48
Country Select,200,OK,Thread Group 1-43,true,48,48
Honor 5X Details ,200,OK,Thread Group 1-32,true,49,49
Country Select,200,OK,Thread Group 1-41,true,49,49
UK Page,200,OK,Thread Group 1-1,true,49,49
AddToBasketPage,200,OK,Thread Group 1-26,true,49,49
UK Page,200,OK,Thread Group 1-15,true,49,49
Country Select,200,OK,Thread Group 1-40,true,49,49
UK Page,200,OK,Thread Group 1-14,true,49,49
Country Select,200,OK,Thread Group 1-44,true,50,50
UK Page,200,OK,Thread Group 1-37,true,50,50
AddToBasketPage,200,OK,Thread Group 1-33,true,50,50
Honor 5X Details ,200,OK,Thread Group 1-18,true,50,50
Country Select,200,OK,Thread Group 1-46,true,50,50
AddToBasketPage,200,OK,Thread Group 1-32,true,50,50
Honor 5X Details ,200,OK,Thread Group 1-29,true,51,51
UK Page,200,OK,Thread Group 1-34,true,51,51
AddToBasketPage,200,OK,Thread Group 1-5,true,51,51
BasketPage,200,OK,Thread Group 1-22,true,51,51
UK Page,200,OK,Thread Group 1-35,true,51,51
Country Select,200,OK,Thread Group 1-42,true,51,51
Country Select,200,OK,Thread Group 1-12,true,51,51
BasketPage,200,OK,Thread Group 1-26,true,51,51
BasketPage,200,OK,Thread Group 1-33,true,52,52
UK Page,200,OK,Thread Group 1-46,true,53,53
AddToBasketPage,200,OK,Thread Group 1-18,true,53,53
BasketPage,200,OK,Thread Group 1-32,true,54,54
Honor 5X Details ,200,OK,Thread Group 1-30,true,54,54
Country Select,200,OK,Thread Group 1-47,true,55,55
Honor 5X Details ,200,OK,Thread Group 1-39,true,56,56
Chekout-Auth,200,OK,Thread Group 1-10,true,56,56
AddToBasketPage,200,OK,Thread Group 1-2,true,56,56
Honor 5X Details ,200,OK,Thread Group 1-8,true,56,56
Honor 5X Details ,200,OK,Thread Group 1-24,true,57,57
Honor 5X Details ,200,OK,Thread Group 1-16,true,57,57
UK Page,200,OK,Thread Group 1-41,true,58,58
BasketPage,200,OK,Thread Group 1-5,true,58,58
Country Select,200,OK,Thread Group 1-48,true,59,59
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-2,false,60,60
BasketPage,200,OK,Thread Group 1-13,true,60,60
UK Page,200,OK,Thread Group 1-38,true,60,60
Chekout-Auth,200,OK,Thread Group 1-21,true,60,60
Country Select,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-10,false,61,61
UK Page,200,OK,Thread Group 1-43,true,62,62
Honor 5X Details ,200,OK,Thread Group 1-27,true,62,62
Honor 5X Details ,200,OK,Thread Group 1-3,true,62,62
Honor 5X Details ,200,OK,Thread Group 1-9,true,63,63
UK Page,200,OK,Thread Group 1-44,true,63,63
AddToBasketPage,200,OK,Thread Group 1-17,true,63,63
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-17,false,63,63
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-9,false,63,63
Honor 5X Details ,200,OK,Thread Group 1-1,true,63,63
Chekout-Auth,200,OK,Thread Group 1-22,true,64,64
Honor 5X Details ,200,OK,Thread Group 1-11,true,64,64
Honor 5X Details ,200,OK,Thread Group 1-4,true,64,64
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-4,false,64,64
Chekout-Auth,200,OK,Thread Group 1-33,true,64,64
Chekout-Auth,200,OK,Thread Group 1-20,true,64,64
UK Page,200,OK,Thread Group 1-40,true,64,64
Chekout-Auth,200,OK,Thread Group 1-32,true,64,64
AddToBasketPage,200,OK,Thread Group 1-29,true,64,64
BasketPage,200,OK,Thread Group 1-18,true,64,64
Chekout-Auth,200,OK,Thread Group 1-19,true,64,64
Country Select,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-19,false,64,64
Chekout-Auth,200,OK,Thread Group 1-26,true,64,64
AddToBasketPage,200,OK,Thread Group 1-25,true,65,65
Country Select,200,OK,Thread Group 1-7,true,65,65
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-7,false,65,65
AddToBasketPage,200,OK,Thread Group 1-39,true,65,65
UK Page,200,OK,Thread Group 1-42,true,65,65
AddToBasketPage,200,OK,Thread Group 1-8,true,65,65
Country Select,200,OK,Thread Group 1-21,true,65,65
Country Select,200,OK,Thread Group 1-50,true,65,65
AddToBasketPage,200,OK,Thread Group 1-16,true,65,65
Honor 5X Details ,200,OK,Thread Group 1-23,true,66,66
UK Page,200,OK,Thread Group 1-47,true,66,66
Country Select,200,OK,Thread Group 1-33,true,67,67
Country Select,200,OK,Thread Group 1-45,true,67,67
Country Select,200,OK,Thread Group 1-26,true,67,67
AddToBasketPage,200,OK,Thread Group 1-11,true,67,67
AddToBasketPage,200,OK,Thread Group 1-24,true,67,67
Country Select,200,OK,Thread Group 1-20,true,67,67
Honor 5X Details ,200,OK,Thread Group 1-14,true,67,67
Country Select,200,OK,Thread Group 1-57,true,67,67
Country Select,200,OK,Thread Group 1-61,true,68,68
Chekout-Auth,200,OK,Thread Group 1-2,true,68,68
BasketPage,200,OK,Thread Group 1-16,true,68,68
Honor 5X Details ,200,OK,Thread Group 1-35,true,68,68
BasketPage,200,OK,Thread Group 1-4,true,68,68
Country Select,200,OK,Thread Group 1-60,true,68,68
Honor 5X Details ,200,OK,Thread Group 1-6,true,68,68
Chekout-Auth,200,OK,Thread Group 1-17,true,68,68
Honor 5X Details ,200,OK,Thread Group 1-46,true,68,68
BasketPage,200,OK,Thread Group 1-29,true,68,68
BasketPage,200,OK,Thread Group 1-8,true,68,68
BasketPage,200,OK,Thread Group 1-39,true,68,68
Country Select,200,OK,Thread Group 1-63,true,68,68
AddToBasketPage,200,OK,Thread Group 1-1,true,68,68
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-6,false,68,68
Country Select,200,OK,Thread Group 1-64,true,68,68
UK Page,200,OK,Thread Group 1-26,true,68,68
BasketPage,200,OK,Thread Group 1-11,true,68,68
UK Page,200,OK,Thread Group 1-61,true,68,68
BasketPage,200,OK,Thread Group 1-24,true,68,68
Country Select,200,OK,Thread Group 1-51,true,68,68
UK Page,200,OK,Thread Group 1-21,true,69,69
AddToBasketPage,200,OK,Thread Group 1-14,true,69,69
UK Page,200,OK,Thread Group 1-57,true,69,69
AddToBasketPage,200,OK,Thread Group 1-30,true,69,69
BasketPage,200,OK,Thread Group 1-9,true,69,69
Country Select,200,OK,Thread Group 1-59,true,69,69
AddToBasketPage,200,OK,Thread Group 1-23,true,69,69
Honor 5X Details ,200,OK,Thread Group 1-15,true,69,69
Country Select,200,OK,Thread Group 1-56,true,70,70
Country Select,200,OK,Thread Group 1-53,true,70,70
Country Select,200,OK,Thread Group 1-17,true,70,70
Country Select,200,OK,Thread Group 1-49,true,70,70
UK Page,200,OK,Thread Group 1-20,true,70,70
UK Page,200,OK,Thread Group 1-63,true,70,70
UK Page,200,OK,Thread Group 1-33,true,70,70
Chekout-Auth,200,OK,Thread Group 1-16,true,70,70
Country Select,200,OK,Thread Group 1-54,true,70,70
UK Page,200,OK,Thread Group 1-50,true,70,70
Chekout-Auth,200,OK,Thread Group 1-4,true,70,70
UK Page,200,OK,Thread Group 1-64,true,71,71
Chekout-Auth,200,OK,Thread Group 1-29,true,71,71
Country Select,200,OK,Thread Group 1-22,true,72,72
UK Page,200,OK,Thread Group 1-45,true,72,72
AddToBasketPage,200,OK,Thread Group 1-35,true,72,72
Country Select,200,OK,Thread Group 1-55,true,72,72
AddToBasketPage,200,OK,Thread Group 1-46,true,73,73
Country Select,200,OK,Thread Group 1-67,true,73,73
UK Page,200,OK,Thread Group 1-17,true,73,73
UK Page,200,OK,Thread Group 1-10,true,73,73
Country Select,200,OK,Thread Group 1-16,true,74,74
BasketPage,200,OK,Thread Group 1-14,true,74,74
Chekout-Auth,200,OK,Thread Group 1-39,true,74,74
Honor 5X Details ,200,OK,Thread Group 1-40,true,74,74
BasketPage,200,OK,Thread Group 1-1,true,74,74
Chekout-Auth,200,OK,Thread Group 1-9,true,74,74
Country Select,200,OK,Thread Group 1-29,true,74,74
AddToBasketPage,200,OK,Thread Group 1-15,true,74,74
UK Page,200,OK,Thread Group 1-56,true,75,75
BasketPage,200,OK,Thread Group 1-6,true,75,75
BasketPage,200,OK,Thread Group 1-30,true,75,75
Country Select,200,OK,Thread Group 1-32,true,75,75
Country Select,200,OK,Thread Group 1-9,true,76,76
Honor 5X Details ,200,OK,Thread Group 1-41,true,76,76
Chekout-Auth,200,OK,Thread Group 1-8,true,77,77
BasketPage,200,OK,Thread Group 1-25,true,77,77
Country Select,200,OK,Thread Group 1-39,true,77,77
Honor 5X Details ,200,OK,Thread Group 1-26,true,77,77
BasketPage,200,OK,Thread Group 1-35,true,77,77
Honor 5X Details ,200,OK,Thread Group 1-28,true,77,77
Country Select,200,OK,Thread Group 1-65,true,77,77
Country Select,200,OK,Thread Group 1-2,true,78,78
Chekout-Auth,200,OK,Thread Group 1-18,true,78,78
Honor 5X Details ,200,OK,Thread Group 1-31,true,78,78
AddToBasketPage,200,OK,Thread Group 1-27,true,78,78
BasketPage,200,OK,Thread Group 1-46,true,78,78
Chekout-Auth,200,OK,Thread Group 1-11,true,78,78
UK Page,200,OK,Thread Group 1-29,true,78,78
Honor 5X Details ,200,OK,Thread Group 1-42,true,78,78
Chekout-Auth,200,OK,Thread Group 1-5,true,79,79
Chekout-Auth,200,OK,Thread Group 1-14,true,79,79
Country Select,200,OK,Thread Group 1-4,true,80,80
Country Select,200,OK,Thread Group 1-68,true,80,80
Honor 5X Details ,200,OK,Thread Group 1-7,true,80,80
BasketPage,200,OK,Thread Group 1-15,true,80,80
UK Page,200,OK,Thread Group 1-9,true,80,80
Country Select,200,OK,Thread Group 1-70,true,80,80
UK Page,200,OK,Thread Group 1-55,true,80,80
UK Page,200,OK,Thread Group 1-16,true,80,80
Honor 5X Details ,200,OK,Thread Group 1-44,true,80,80
Chekout-Auth,200,OK,Thread Group 1-13,true,80,80
UK Page,200,OK,Thread Group 1-67,true,80,80
Country Select,200,OK,Thread Group 1-8,true,81,81
UK Page,200,OK,Thread Group 1-48,true,81,81
AddToBasketPage,200,OK,Thread Group 1-3,true,81,81
Honor 5X Details ,200,OK,Thread Group 1-63,true,81,81
Country Select,200,OK,Thread Group 1-62,true,81,81
Country Select,200,OK,Thread Group 1-58,true,81,81
Honor 5X Details ,200,OK,Thread Group 1-17,true,81,81
Country Select,200,OK,Thread Group 1-72,true,82,82
UK Page,200,OK,Thread Group 1-19,true,82,82
AddToBasketPage,200,OK,Thread Group 1-41,true,82,82
AddToBasketPage,200,OK,Thread Group 1-42,true,82,82
UK Page,200,OK,Thread Group 1-22,true,83,83
AddToBasketPage,200,OK,Thread Group 1-44,true,83,83
UK Page,200,OK,Thread Group 1-49,true,83,83
Country Select,200,OK,Thread Group 1-74,true,83,83
AddToBasketPage,200,OK,Thread Group 1-63,true,84,84
Country Select,200,OK,Thread Group 1-11,true,84,84
AddToBasketPage,200,OK,Thread Group 1-17,true,84,84
UK Page,200,OK,Thread Group 1-51,true,84,84
Country Select,200,OK,Thread Group 1-75,true,85,85
Chekout-Auth,200,OK,Thread Group 1-24,true,85,85
Country Select,200,OK,Thread Group 1-76,true,85,85
Honor 5X Details ,200,OK,Thread Group 1-57,true,85,85
Honor 5X Details ,200,OK,Thread Group 1-64,true,85,85
Chekout-Auth,200,OK,Thread Group 1-35,true,85,85
Country Select,200,OK,Thread Group 1-73,true,85,85
Honor 5X Details ,200,OK,Thread Group 1-47,true,85,85
Chekout-Auth,200,OK,Thread Group 1-1,true,85,85
Country Select,200,OK,Thread Group 1-13,true,85,85
BasketPage,200,OK,Thread Group 1-44,true,86,86
UK Page,200,OK,Thread Group 1-32,true,86,86
Honor 5X Details ,200,OK,Thread Group 1-37,true,86,86
Honor 5X Details ,200,OK,Thread Group 1-20,true,86,86
Chekout-Auth,200,OK,Thread Group 1-6,true,86,86
BasketPage,200,OK,Thread Group 1-17,true,86,86
UK Page,200,OK,Thread Group 1-62,true,86,86
UK Page,200,OK,Thread Group 1-74,true,86,86
UK Page,200,OK,Thread Group 1-70,true,87,87
Country Select,200,OK,Thread Group 1-71,true,87,87
UK Page,200,OK,Thread Group 1-76,true,87,87
Honor 5X Details ,200,OK,Thread Group 1-16,true,87,87
AddToBasketPage,200,OK,Thread Group 1-40,true,87,87
Chekout-Auth,200,OK,Thread Group 1-30,true,87,87
Country Select,200,OK,Thread Group 1-69,true,87,87
Country Select,200,OK,Thread Group 1-81,true,87,87
Country Select,200,OK,Thread Group 1-66,true,87,87
Honor 5X Details ,200,OK,Thread Group 1-38,true,87,87
Chekout-Auth,200,OK,Thread Group 1-46,true,87,87
UK Page,200,OK,Thread Group 1-54,true,87,87
UK Page,200,OK,Thread Group 1-75,true,87,87
Chekout-Auth,200,OK,Thread Group 1-17,true,88,88
UK Page,200,OK,Thread Group 1-60,true,88,88
Country Select,200,OK,Thread Group 1-18,true,88,88
Country Select,200,OK,Thread Group 1-35,true,88,88
Chekout-Auth,200,OK,Thread Group 1-15,true,88,88
UK Page,200,OK,Thread Group 1-59,true,88,88
AddToBasketPage,200,OK,Thread Group 1-26,true,88,88
AddToBasketPage,200,OK,Thread Group 1-16,true,89,89
Honor 5X Details ,200,OK,Thread Group 1-61,true,89,89
Country Select,200,OK,Thread Group 1-1,true,89,89
UK Page,200,OK,Thread Group 1-53,true,89,89
Country Select,200,OK,Thread Group 1-14,true,90,90
UK Page,200,OK,Thread Group 1-11,true,90,90
BasketPage,200,OK,Thread Group 1-27,true,90,90
Honor 5X Details ,200,OK,Thread Group 1-50,true,90,90
Honor 5X Details ,200,OK,Thread Group 1-45,true,90,90
UK Page,200,OK,Thread Group 1-65,true,91,91
Country Select,200,OK,Thread Group 1-17,true,91,91
UK Page,200,OK,Thread Group 1-68,true,91,91
UK Page,200,OK,Thread Group 1-12,true,91,91
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-12,false,91,91
UK Page,200,OK,Thread Group 1-4,true,91,91
AddToBasketPage,200,OK,Thread Group 1-47,true,91,91
UK Page,200,OK,Thread Group 1-8,true,91,91
Honor 5X Details ,200,OK,Thread Group 1-56,true,91,91
Country Select,200,OK,Thread Group 1-85,true,91,91
BasketPage,200,OK,Thread Group 1-63,true,91,91
BasketPage,200,OK,Thread Group 1-3,true,92,92
AddToBasketPage,200,OK,Thread Group 1-38,true,92,92
Honor 5X Details ,200,OK,Thread Group 1-36,true,92,92
BasketPage,200,OK,Thread Group 1-40,true,92,92
Country Select,200,OK,Thread Group 1-6,true,92,92
UK Page,200,OK,Thread Group 1-13,true,92,92
UK Page,200,OK,Thread Group 1-2,true,92,92
AddToBasketPage,200,OK,Thread Group 1-31,true,92,92
Honor 5X Details ,200,OK,Thread Group 1-55,true,92,92
Country Select,200,OK,Thread Group 1-79,true,92,92
Country Select,200,OK,Thread Group 1-15,true,92,92
UK Page,200,OK,Thread Group 1-72,true,92,92
AddToBasketPage,200,OK,Thread Group 1-20,true,92,92
BasketPage,200,OK,Thread Group 1-16,true,92,92
Chekout-Auth,200,OK,Thread Group 1-44,true,92,92
AddToBasketPage,200,OK,Thread Group 1-37,true,93,93
UK Page,200,OK,Thread Group 1-58,true,93,93
Country Select,200,OK,Thread Group 1-52,true,93,93
BasketPage,200,OK,Thread Group 1-42,true,93,93
Honor 5X Details ,200,OK,Thread Group 1-29,true,93,93
UK Page,200,OK,Thread Group 1-71,true,93,93
AddToBasketPage,200,OK,Thread Group 1-61,true,94,94
UK Page,200,OK,Thread Group 1-66,true,94,94
AddToBasketPage,200,OK,Thread Group 1-7,true,94,94
Country Select,200,OK,Thread Group 1-77,true,94,94
Honor 5X Details ,200,OK,Thread Group 1-9,true,94,94
Country Select,200,OK,Thread Group 1-88,true,95,95
Honor 5X Details ,200,OK,Thread Group 1-76,true,95,95
Country Select,200,OK,Thread Group 1-87,true,95,95
Chekout-Auth,200,OK,Thread Group 1-25,true,95,95
UK Page,200,OK,Thread Group 1-73,true,95,95
Chekout-Auth,200,OK,Thread Group 1-16,true,96,96
BasketPage,200,OK,Thread Group 1-26,true,96,96
UK Page,200,OK,Thread Group 1-81,true,96,96
UK Page,200,OK,Thread Group 1-17,true,96,96
Country Select,200,OK,Thread Group 1-5,true,96,96
UK Page,200,OK,Thread Group 1-69,true,96,96
Country Select,200,OK,Thread Group 1-78,true,96,96
AddToBasketPage,200,OK,Thread Group 1-57,true,96,96
AddToBasketPage,200,OK,Thread Group 1-64,true,96,96
BasketPage,200,OK,Thread Group 1-47,true,97,97
AddToBasketPage,200,OK,Thread Group 1-29,true,97,97
Chekout-Auth,200,OK,Thread Group 1-27,true,97,97
AddToBasketPage,200,OK,Thread Group 1-55,true,97,97
Chekout-Auth,200,OK,Thread Group 1-40,true,97,97
BasketPage,200,OK,Thread Group 1-38,true,97,97
UK Page,200,OK,Thread Group 1-39,true,97,97
UK Page,200,OK,Thread Group 1-79,true,97,97
BasketPage,200,OK,Thread Group 1-23,true,97,97
UK Page,200,OK,Thread Group 1-15,true,97,97
BasketPage,200,OK,Thread Group 1-37,true,98,98
Country Select,200,OK,Thread Group 1-16,true,98,98
Country Select,200,OK,Thread Group 1-24,true,98,98
UK Page,200,OK,Thread Group 1-1,true,98,98
Country Select,200,OK,Thread Group 1-80,true,98,98
UK Page,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-5,false,98,98
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-23,false,98,98
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-39,false,98,98
Country Select,200,OK,Thread Group 1-44,true,98,98
Country Select,200,OK,Thread Group 1-84,true,99,99
AddToBasketPage,200,OK,Thread Group 1-9,true,99,99
Honor 5X Details ,200,OK,Thread Group 1-48,true,99,99
Country Select,200,OK,Thread Group 1-30,true,99,99
AddToBasketPage,200,OK,Thread Group 1-12,true,99,99
UK Page,200,OK,Thread Group 1-88,true,99,99
AddToBasketPage,200,OK,Thread Group 1-76,true,99,99
BasketPage,200,OK,Thread Group 1-41,true,99,99
Country Select,200,OK,Thread Group 1-89,true,99,99
UK Page,200,OK,Thread Group 1-87,true,99,99
BasketPage,200,OK,Thread Group 1-31,true,99,99
Honor 5X Details ,200,OK,Thread Group 1-19,true,99,99
Country Select,200,OK,Thread Group 1-83,true,99,99
Chekout-Auth,200,OK,Thread Group 1-3,true,100,100
Country Select,200,OK,Thread Group 1-46,true,100,100
BasketPage,200,OK,Thread Group 1-20,true,101,101
BasketPage,200,OK,Thread Group 1-61,true,101,101
UK Page,200,OK,Thread Group 1-35,true,101,101
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-41,false,103,103
UK Page,200,OK,Thread Group 1-6,true,107,107
Country Select,200,OK,Thread Group 1-40,true,107,107
AddToBasketPage,200,OK,Thread Group 1-28,true,107,107
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-28,false,107,107
Honor 5X Details ,200,OK,Thread Group 1-59,true,107,107
AddToBasketPage,200,OK,Thread Group 1-36,true,107,107
UK Page,200,OK,Thread Group 1-18,true,108,108
Honor 5X Details ,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-18,false,108,108
Chekout-Auth,200,OK,Thread Group 1-42,true,109,109
BasketPage,200,OK,Thread Group 1-9,true,109,109
UK Page,200,OK,Thread Group 1-52,true,109,109
AddToBasketPage,200,OK,Thread Group 1-48,true,109,109
UK Page,200,OK,Thread Group 1-85,true,109,109
UK Page,200,OK,Thread Group 1-77,true,109,109
Honor 5X Details ,200,OK,Thread Group 1-74,true,110,110
UK Page,200,OK,Thread Group 1-44,true,111,111
AddToBasketPage,200,OK,Thread Group 1-50,true,111,111
BasketPage,200,OK,Thread Group 1-57,true,111,111
Honor 5X Details ,200,OK,Thread Group 1-51,true,111,111
AddToBasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-56,false,113,113
BasketPage,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-36,false,113,113
Honor 5X Details ,200,OK,Thread Group 1-43,true,113,113
AddToBasketPage,200,OK,Thread Group 1-51,true,113,113
Country Select,200,OK,Thread Group 1-103,true,113,113
AddToBasketPage,200,OK,Thread Group 1-74,true,114,114
Honor 5X Details ,200,OK,Thread Group 1-75,true,114,114
Country Select,200,OK,Thread Group 1-99,true,114,114
BasketPage,200,OK,Thread Group 1-50,true,115,115
Honor 5X Details ,200,OK,Thread Group 1-22,true,115,115
Country Select,200,OK,Thread Group 1-104,true,115,115
Country Select,200,OK,Thread Group 1-41,true,116,116
UK Page,200,OK,Thread Group 1-40,true,116,116
Chekout-Auth,200,OK,Thread Group 1-47,true,116,116
Country Select,200,OK,Thread Group 1-90,true,117,117
BasketPage,200,OK,Thread Group 1-51,true,117,117
Country Select,200,OK,Thread Group 1-106,true,119,119
BasketPage,200,OK,Thread Group 1-74,true,119,119
AddToBasketPage,200,OK,Thread Group 1-59,true,122,122
BasketPage,200,OK,Thread Group 1-7,true,123,123
Country Select,200,OK,Thread Group 1-27,true,123,123
Chekout-Auth,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-7,false,123,123
